x,y1,y2
0.0,18737.0,9003.0
0.01,18780.0,9017.0
0.02,18720.0,9014.0
0.03,18705.0,9012.0
0.04,18744.0,9016.0
0.05,18739.0,9004.0
0.06,18689.0,9015.0
0.07,18787.0,9016.0
0.08,18787.0,9029.0
0.09,18746.0,9006.0
0.1,18783.0,9025.0
0.11,18726.0,9011.0
0.12,18691.0,9009.0
0.13,18686.0,9029.0
0.14,18694.0,9016.0
0.15,18642.0,9023.0
0.16,18710.0,9011.0
0.17,18702.0,9020.0
0.18,18677.0,9015.0
0.19,18748.0,9025.0
0.2,18698.0,9014.0
0.21,18660.0,9019.0
0.22,18756.0,9000.0
0.23,18749.0,9016.0
0.24,18782.0,9015.0
0.25,18782.0,9020.0
0.26,18725.0,9006.0
0.27,18726.0,9012.0
0.28,18747.0,9017.0
0.29,18718.0,9015.0
0.3,18674.0,8990.0
0.31,18776.0,9020.0
0.32,18813.0,9001.0
0.33,18797.0,9015.0
0.34,18848.0,9021.0
0.35,18841.0,9012.0
0.36,18822.0,9010.0
0.37,18858.0,9014.0
0.38,18828.0,9002.0
0.39,18895.0,9001.0
0.4,18949.0,9017.0
0.41,18968.0,9002.0
0.42,18973.0,9011.0
0.43,18982.0,9017.0
0.44,19011.0,9016.0
0.45,18993.0,9012.0
0.46,18975.0,9017.0
0.47,18977.0,9025.0
0.48,19009.0,9013.0
0.49,19075.0,9009.0
0.5,19046.0,9012.0
0.51,19031.0,9011.0
0.52,19057.0,9019.0
0.53,19022.0,9024.0
0.54,19003.0,9022.0
0.55,19036.0,9010.0
0.56,19035.0,9018.0
0.57,19016.0,9011.0
0.58,19043.0,9032.0
0.59,18999.0,9027.0
0.6,19022.0,9014.0
0.61,19014.0,9029.0
0.62,18972.0,9035.0
0.63,18906.0,9043.0
0.64,18946.0,9033.0
0.65,18918.0,9021.0
0.66,19015.0,9036.0
0.67,19035.0,9039.0
0.68,19018.0,9024.0
0.69,18988.0,9023.0
0.7,18995.0,9035.0
0.71,18969.0,9034.0
0.72,18972.0,9024.0
0.73,19022.0,9036.0
0.74,19019.0,9028.0
0.75,18972.0,9030.0
0.76,19019.0,9029.0
0.77,18998.0,9027.0
0.78,18994.0,9024.0
0.79,19017.0,9029.0
0.8,19003.0,9038.0
0.81,18988.0,9026.0
0.82,19022.0,9028.0
0.83,19047.0,9042.0
0.84,19024.0,9020.0
0.85,19120.0,9029.0
0.86,19122.0,9023.0
0.87,19096.0,9025.0
0.88,19111.0,9027.0
0.89,19146.0,9032.0
0.9,19148.0,9025.0
0.91,19168.0,9020.0
0.92,19199.0,9019.0
0.93,19212.0,9026.0
0.94,19215.0,9020.0
0.95,19233.0,9019.0
0.96,19244.0,9024.0
0.97,19261.0,9018.0
0.98,19271.0,9028.0
0.99,19325.0,9027.0
1.0,19362.0,9025.0
1.01,19336.0,9022.0
1.02,19323.0,9032.0
1.03,19327.0,9022.0
1.04,19336.0,9030.0
1.05,19332.0,9027.0
1.06,19426.0,9027.0
1.07,19370.0,9027.0
1.08,19388.0,9032.0
1.09,19361.0,9035.0
1.1,19339.0,9028.0
1.11,19352.0,9027.0
1.12,19344.0,9036.0
1.13,19323.0,9033.0
1.14,19324.0,9034.0
1.15,19433.0,9041.0
1.16,19330.0,9030.0
1.17,19344.0,9031.0
1.18,19388.0,9039.0
1.19,19361.0,9033.0
1.2,19315.0,9031.0
1.21,19320.0,9019.0
1.22,19248.0,9029.0
1.23,19266.0,9035.0
1.24,19345.0,9029.0
1.25,19284.0,9035.0
1.26,19307.0,9035.0
1.27,19351.0,9031.0
1.28,19315.0,9037.0
1.29,19264.0,9024.0
1.3,19335.0,9021.0
1.31,19322.0,9029.0
1.32,19357.0,9033.0
1.33,19367.0,9037.0
1.34,19382.0,9053.0
1.35,19383.0,9030.0
1.36,19427.0,9036.0
1.37,19399.0,9036.0
1.38,19436.0,9028.0
1.39,19481.0,9032.0
1.4,19511.0,9045.0
1.41,19560.0,9022.0
1.42,19605.0,9035.0
1.43,19588.0,9022.0
1.44,19593.0,9037.0
1.45,19644.0,9040.0
1.46,19601.0,9037.0
1.47,19612.0,9027.0
1.48,19657.0,9029.0
1.49,19618.0,9026.0
1.5,19694.0,9038.0
1.51,19704.0,9034.0
1.52,19668.0,9042.0
1.53,19670.0,9032.0
1.54,19666.0,9035.0
1.55,19603.0,9037.0
1.56,19625.0,9034.0
1.57,19703.0,9032.0
1.58,19696.0,9042.0
1.59,19750.0,9040.0
1.6,19747.0,9044.0
1.61,19675.0,9040.0
1.62,19670.0,9034.0
1.63,19718.0,9033.0
1.64,19703.0,9049.0
1.65,19657.0,9026.0
1.66,19707.0,9038.0
1.67,19666.0,9042.0
1.68,19662.0,9047.0
1.69,19630.0,9039.0
1.7,19583.0,9031.0
1.71,19612.0,9048.0
1.72,19636.0,9044.0
1.73,19692.0,9063.0
1.74,19740.0,9042.0
1.75,19807.0,9042.0
1.76,19686.0,9050.0
1.77,19692.0,9036.0
1.78,19776.0,9049.0
1.79,19674.0,9039.0
1.8,19707.0,9046.0
1.81,19757.0,9040.0
1.82,19748.0,9039.0
1.83,19789.0,9049.0
1.84,19837.0,9050.0
1.85,19829.0,9046.0
1.86,19802.0,9032.0
1.87,19881.0,9054.0
1.88,19866.0,9045.0
1.89,19881.0,9042.0
1.9,19979.0,9050.0
1.91,20001.0,9040.0
1.92,19984.0,9049.0
1.93,20033.0,9050.0
1.94,20042.0,9041.0
1.95,19988.0,9055.0
1.96,20051.0,9042.0
1.97,20084.0,9033.0
1.98,20059.0,9042.0
1.99,20165.0,9044.0
2.0,20144.0,9041.0
2.01,20109.0,9047.0
2.02,20131.0,9048.0
2.03,20126.0,9052.0
2.04,20109.0,9049.0
2.05,20148.0,9047.0
2.06,20150.0,9052.0
2.07,20144.0,9044.0
2.08,20191.0,9041.0
2.09,20171.0,9047.0
2.1,20155.0,9059.0
2.11,20195.0,9048.0
2.12,20133.0,9047.0
2.13,20148.0,9047.0
2.14,20193.0,9051.0
2.15,20178.0,9041.0
2.16,20167.0,9042.0
2.17,20222.0,9050.0
2.18,20188.0,9052.0
2.19,20222.0,9040.0
2.2,20221.0,9054.0
2.21,20144.0,9041.0
